,BRK-B,ARKK,VTV,MTUM,QUAL,IWM,USMV,Project-1 multi-asset portfolio
2009-11-30,0.021321867474891176,,0.06063366360852185,,,0.03124426171933581,,0.054028796392793454
2009-12-31,-0.02008205169512235,,0.012089284568180803,,,0.07914818664080368,,-0.0046431207121402475
2010-01-31,0.162964073121453,,-0.024502505515260564,,,-0.03731612813858942,,-0.023490382960419165
2010-02-28,0.04841026996556996,,0.02619144288585673,,,0.044751380821490994,,0.02209099070921705
2010-03-31,0.014126874188490336,,0.061414103637027026,,,0.0822071421209578,,0.03718040522765763
2010-04-30,-0.052640873870341456,,0.017732251018313095,,,0.056684686553084326,,0.020552712923551198
2010-05-31,-0.083866194133015,,-0.07777170393239298,,,-0.07546647157410215,,-0.03742081193799453
2010-06-30,0.12945349389486194,,-0.0517856056613918,,,-0.07753397751570724,,-0.01206631726229469
2010-07-31,-0.019801338269861423,,0.0662081590086001,,,0.06720911462679345,,0.0455990617578501
2010-08-31,0.008348489625068501,,-0.042536856563139894,,,-0.07453866704032576,,-0.004497720360131752
2010-09-30,0.0494049706309949,,0.07562836510547542,,,0.12435247493878053,,0.06003859607952687
2010-10-31,-0.03783588213674295,,0.027209240976213234,,,0.041381851685513324,,0.024407123770300732
2010-11-30,0.0014083301943750182,,-0.006295902089487282,,,0.0347508799613203,,-0.008718719135757513
2010-12-31,0.005296590154730152,,0.07962549420582364,,,0.08023363926953529,,0.031668120339015435
2011-01-31,0.020371843429701764,,0.028402163307582374,,,-0.003806850000856465,,0.002084260553532269
2011-02-28,0.06754524500668911,,0.040191502047445024,,,0.05532024510789134,,0.02744398237885747
2011-03-31,-0.04191944978148522,,-0.00042792520457236573,,,0.025130555171663172,,0.0011985645762573216
2011-04-30,-0.003945883205761613,,0.02961910409065549,,,0.0263754198841486,,0.036832491115465604
